Stage,Formula,Energy,Bandgap,Type,SpaceGroup,Delta_E,Delta_Gap,File
AFTER,Ba2Na2SrCa5,-1.2009,0.014,Metal,P1,-0.3425,-1.358,Ba2Na2SrCa5_id246_Final_E-1.20.cif
,,,,,,,,
BEFORE,Mg4AlInTe3,-1.086,0.24,Semiconductor,P4mm,,,Mg4AlInTe3_id1758_E-1.09.cif
AFTER,Mg4AlInTe3,-1.1904,2.88,Semiconductor,P4mm,-0.1044,2.640,Mg4AlInTe3_id1758_Final_E-1.19.cif
,,,,,,,,
BEFORE,MgZn4GaO8,-0.9377,1.548,Semiconductor,Pmmn,,,MgZn4GaO8_id2402_E-0.94.cif
AFTER,MgZn4GaO8,-1.1839,2.171,Semiconductor,Pm,-0.2462,0.623,MgZn4GaO8_id2402_Final_E-1.18.cif
,,,,,,,,
BEFORE,Li2AlZn2Ga3,-0.0908,1.351,Semiconductor,P-1,,,Li2AlZn2Ga3_id1778_E-0.09.cif
AFTER,Li2AlZn2Ga3,-1.1829,0.0,Metal,P-1,-1.0921,-1.351,Li2AlZn2Ga3_id1778_Final_E-1.18.cif
,,,,,,,,
BEFORE,KSrZn3,-0.448,0.119,Semiconductor,Pm,,,KSrZn3_id163_E-0.45.cif
AFTER,KSrZn3,-1.1662,0.0,Metal,P1,-0.7182,-0.119,KSrZn3_id163_Final_E-1.17.cif
,,,,,,,,
BEFORE,Ca9Ga,-0.0125,3.248,Semiconductor,Pbam,,,Ca9Ga_id2602_E-0.01.cif
AFTER,Ca9Ga,-1.1446,1.506,Semiconductor,Pbam,-1.1321,-1.742,Ca9Ga_id2602_Final_E-1.14.cif
,,,,,,,,
BEFORE,Mg2Cd2In2Sn3,-1.0733,0.843,Semiconductor,P6_3/mmc,,,Mg2Cd2In2Sn3_id1467_E-1.07.cif
AFTER,Mg2Cd2In2Sn3,-1.1196,0.843,Semiconductor,P1,-0.0463,0.000,Mg2Cd2In2Sn3_id1467_Final_E-1.12.cif
,,,,,,,,
BEFORE,K2Ba2Na11As4,-0.7562,2.135,Semiconductor,P1,,,K2Ba2Na11As4_id1841_E-0.76.cif
AFTER,K2Ba2Na11As4,-1.1066,1.892,Semiconductor,P1,-0.3504,-0.243,K2Ba2Na11As4_id1841_Final_E-1.11.cif
,,,,,,,,
BEFORE,KNaZn,-0.9531,0.599,Semiconductor,P4_322,,,KNaZn_id2881_E-0.95.cif
AFTER,KNaZn,-1.0716,0.175,Semiconductor,P4_322,-0.1185,-0.424,KNaZn_id2881_Final_E-1.07.cif
,,,,,,,,
BEFORE,Cd28Sb3,-0.9394,2.431,Semiconductor,Pn-3n,,,Cd28Sb3_id2550_E-0.94.cif
AFTER,Cd28Sb3,-1.0531,0.454,Semiconductor,P1,-0.1137,-1.977,Cd28Sb3_id2550_Final_E-1.05.cif
,,,,,,,,
BEFORE,Ba2Sr6Ca29,-0.6166,0.111,Semiconductor,P1,,,Ba2Sr6Ca29_id3147_E-0.62.cif
AFTER,Ba2Sr6Ca29,-1.0336,0.985,Semiconductor,P1,-0.4170,0.874,Ba2Sr6Ca29_id3147_Final_E-1.03.cif
,,,,,,,,
BEFORE,KZn,-0.9789,1.08,Semiconductor,I4_1/amd,,,KZn_id327_E-0.98.cif
AFTER,KZn,-0.9807,1.054,Semiconductor,I4_1/amd,-0.0018,-0.026,KZn_id327_Final_E-0.98.cif
,,,,,,,,
BEFORE,NaCa,-0.9676,0.056,Semiconductor,P4/mmm,,,NaCa_id3107_E-0.97.cif
AFTER,NaCa,-0.9676,0.056,Semiconductor,P4/mmm,0.0000,0.000,NaCa_id3107_Final_E-0.97.cif
,,,,,,,,
BEFORE,Na45Li7,-0.7528,3.28,Semiconductor,C2,,,Na45Li7_id3084_E-0.75.cif
AFTER,Na45Li7,-0.924,4.308,Insulator,P1,-0.1712,1.028,Na45Li7_id3084_Final_E-0.92.cif
,,,,,,,,
BEFORE,Mg7ZnCd28,-0.0227,1.683,Semiconductor,P222_1,,,Mg7ZnCd28_id3350_E-0.02.cif
AFTER,Mg7ZnCd28,-0.9224,2.004,Semiconductor,P2,-0.8997,0.321,Mg7ZnCd28_id3350_Final_E-0.92.cif
,,,,,,,,
BEFORE,Na6Li12Cd7In3,-1.1507,0.329,Semiconductor,Pmmm,,,Na6Li12Cd7In3_id83_E-1.15.cif
AFTER,Na6Li12Cd7In3,-0.9062,0.347,Semiconductor,P1,0.2445,0.018,Na6Li12Cd7In3_id83_Final_E-0.91.cif
,,,,,,,,
BEFORE,K3Cd2InGa2,-0.6743,1.575,Semiconductor,P1,,,K3Cd2InGa2_id661_E-0.67.cif
AFTER,K3Cd2InGa2,-0.8987,1.425,Semiconductor,P1,-0.2244,-0.150,K3Cd2InGa2_id661_Final_E-0.90.cif
,,,,,,,,
BEFORE,Na3(SrIn)2,-0.8237,0.844,Semiconductor,P4_2/nmc,,,Na3(SrIn)2_id2267_E-0.82.cif
AFTER,Na3(SrIn)2,-0.8985,0.491,Semiconductor,Pmm2,-0.0748,-0.353,Na3(SrIn)2_id2267_Final_E-0.90.cif
,,,,,,,,
BEFORE,Li24Zn13Te12,-0.3174,1.888,Semiconductor,I23,,,Li24Zn13Te12_id1453_E-0.32.cif
AFTER,Li24Zn13Te12,-0.886,1.714,Semiconductor,I23,-0.5686,-0.174,Li24Zn13Te12_id1453_Final_E-0.89.cif
,,,,,,,,
BEFORE,Li6Ca3Mg3Cd14,-0.5836,3.135,Semiconductor,Pm,,,Li6Ca3Mg3Cd14_id1827_E-0.58.cif
AFTER,Li6Ca3Mg3Cd14,-0.8659,0.0,Metal,P1,-0.2823,-3.135,Li6Ca3Mg3Cd14_id1827_Final_E-0.87.cif
,,,,,,,,
BEFORE,K2Na5Li,-0.5655,0.421,Semiconductor,P312,,,K2Na5Li_id912_E-0.57.cif
AFTER,K2Na5Li,-0.8043,0.522,Semiconductor,P1,-0.2388,0.101,K2Na5Li_id912_Final_E-0.80.cif
,,,,,,,,
BEFORE,MgZnCd19,-0.2896,1.416,Semiconductor,P2_1,,,MgZnCd19_id1478_E-0.29.cif
AFTER,MgZnCd19,-0.7668,0.0,Metal,P1,-0.4772,-1.416,MgZnCd19_id1478_Final_E-0.77.cif
,,,,,,,,
BEFORE,K20Na13,-0.5508,0.057,Semiconductor,P3,,,K20Na13_id386_E-0.55.cif
AFTER,K20Na13,-0.691,0.335,Semiconductor,P3,-0.1402,0.278,K20Na13_id386_Final_E-0.69.cif
,,,,,,,,
BEFORE,Ba2Sr3Ca5,-0.2083,3.157,Semiconductor,P6_122,,,Ba2Sr3Ca5_id2825_E-0.21.cif
AFTER,Ba2Sr3Ca5,-0.6843,0.213,Semiconductor,P6_122,-0.4760,-2.944,Ba2Sr3Ca5_id2825_Final_E-0.68.cif
,,,,,,,,
BEFORE,K13S4,-0.1265,0.376,Semiconductor,P1,,,K13S4_id2141_E-0.13.cif
AFTER,K13S4,-0.6804,0.0,Metal,P1,-0.5539,-0.376,K13S4_id2141_Final_E-0.68.cif
,,,,,,,,
BEFORE,K50Cd2SnSb2,-0.43,0.142,Semiconductor,P1,,,K50Cd2SnSb2_id3193_E-0.43.cif
AFTER,K50Cd2SnSb2,-0.6761,0.226,Semiconductor,P1,-0.2461,0.084,K50Cd2SnSb2_id3193_Final_E-0.68.cif
,,,,,,,,
BEFORE,CaCd31,-0.5812,2.281,Semiconductor,Pm,,,CaCd31_id1369_E-0.58.cif
AFTER,CaCd31,-0.6663,2.141,Semiconductor,P4/m,-0.0851,-0.140,CaCd31_id1369_Final_E-0.67.cif
,,,,,,,,
BEFORE,Li(Mg2Zn)2,-0.5448,3.167,Semiconductor,P1,,,Li(Mg2Zn)2_id2755_E-0.54.cif
AFTER,Li(Mg2Zn)2,-0.6655,0.272,Semiconductor,P1,-0.1207,-2.895,Li(Mg2Zn)2_id2755_Final_E-0.67.cif
,,,,,,,,
BEFORE,Li3Si2,-0.1936,0.588,Semiconductor,P1,,,Li3Si2_id2081_E-0.19.cif
AFTER,Li3Si2,-0.6527,0.359,Semiconductor,P1,-0.4591,-0.229,Li3Si2_id2081_Final_E-0.65.cif
,,,,,,,,
BEFORE,LiMg19In,-0.5121,1.357,Semiconductor,P1,,,LiMg19In_id3378_E-0.51.cif
AFTER,LiMg19In,-0.6368,0.0,Metal,P1,-0.1247,-1.357,LiMg19In_id3378_Final_E-0.64.cif
,,,,,,,,
BEFORE,Na2Cd9Sn,-0.4746,0.064,Semiconductor,P1,,,Na2Cd9Sn_id1520_E-0.47.cif
AFTER,Na2Cd9Sn,-0.626,0.009,Metal,P1,-0.1514,-0.055,Na2Cd9Sn_id1520_Final_E-0.63.cif
,,,,,,,,
BEFORE,Ba3Ca3Mg,-0.4964,0.592,Semiconductor,Fm-3m,,,Ba3Ca3Mg_id136_E-0.50.cif
AFTER,Ba3Ca3Mg,-0.5878,3.289,Semiconductor,Fm-3m,-0.0914,2.697,Ba3Ca3Mg_id136_Final_E-0.59.cif
,,,,,,,,
BEFORE,K7Na12(Cd6In7)2,-0.1806,0.142,Semiconductor,P1,,,K7Na12(Cd6In7)2_id1664_E-0.18.cif
AFTER,K7Na12(Cd6In7)2,-0.5482,0.0,Metal,P1,-0.3676,-0.142,K7Na12(Cd6In7)2_id1664_Final_E-0.55.cif
,,,,,,,,
BEFORE,Sc9(SO32)2,-0.1077,2.228,Semiconductor,P31m,,,Sc9(SO32)2_id3272_E-0.11.cif
AFTER,Sc9(SO32)2,-0.5451,2.153,Semiconductor,P31m,-0.4374,-0.075,Sc9(SO32)2_id3272_Final_E-0.55.cif
,,,,,,,,
BEFORE,NaCaMg35Al,-0.394,0.21,Semiconductor,P1,,,NaCaMg35Al_id2489_E-0.39.cif
AFTER,NaCaMg35Al,-0.535,0.129,Semiconductor,P1,-0.1410,-0.081,NaCaMg35Al_id2489_Final_E-0.54.cif
,,,,,,,,
BEFORE,Li13Sc3(Zn6Ga)4,-0.1936,0.06,Semiconductor,P1,,,Li13Sc3(Zn6Ga)4_id755_E-0.19.cif
AFTER,Li13Sc3(Zn6Ga)4,-0.5306,0.0,Metal,P1,-0.3370,-0.060,Li13Sc3(Zn6Ga)4_id755_Final_E-0.53.cif
,,,,,,,,
BEFORE,Cd11Ga2,-0.1093,0.086,Semiconductor,Pm,,,Cd11Ga2_id158_E-0.11.cif
AFTER,Cd11Ga2,-0.5063,0.127,Semiconductor,Pm,-0.3970,0.041,Cd11Ga2_id158_Final_E-0.51.cif
,,,,,,,,
BEFORE,K8Li,-0.1674,2.731,Semiconductor,Pn-3m,,,K8Li_id317_E-0.17.cif
AFTER,K8Li,-0.5019,4.952,Insulator,P1,-0.3345,2.221,K8Li_id317_Final_E-0.50.cif
,,,,,,,,
BEFORE,Mg13In2,-0.2352,0.169,Semiconductor,P1,,,Mg13In2_id87_E-0.24.cif
AFTER,Mg13In2,-0.4722,0.089,Semiconductor,P1,-0.2370,-0.080,Mg13In2_id87_Final_E-0.47.cif
,,,,,,,,
BEFORE,NaSr11Ca,-0.1057,0.598,Semiconductor,P222,,,NaSr11Ca_id2253_E-0.11.cif
AFTER,NaSr11Ca,-0.4573,0.091,Semiconductor,P1,-0.3516,-0.507,NaSr11Ca_id2253_Final_E-0.46.cif
,,,,,,,,
BEFORE,LiMg4(ScAl)2,-0.8867,3.435,Semiconductor,Pm,,,LiMg4(ScAl)2_id237_E-0.89.cif
AFTER,LiMg4(ScAl)2,-0.3814,0.601,Semiconductor,P1,0.5053,-2.834,LiMg4(ScAl)2_id237_Final_E-0.38.cif
,,,,,,,,
BEFORE,Na4Cd3,-0.0983,0.265,Semiconductor,P3m1,,,Na4Cd3_id2238_E-0.10.cif
AFTER,Na4Cd3,-0.3203,0.282,Semiconductor,P3m1,-0.2220,0.017,Na4Cd3_id2238_Final_E-0.32.cif
,,,,,,,,
BEFORE,LiCd2In2Sn,-0.2091,1.394,Semiconductor,P1,,,LiCd2In2Sn_id1100_E-0.21.cif
AFTER,LiCd2In2Sn,-0.3077,0.0,Metal,P1,-0.0986,-1.394,LiCd2In2Sn_id1100_Final_E-0.31.cif
,,,,,,,,
BEFORE,K9Na2,-0.0772,0.588,Semiconductor,P1,,,K9Na2_id2876_E-0.08.cif
AFTER,K9Na2,-0.2288,0.668,Semiconductor,P1,-0.1516,0.080,K9Na2_id2876_Final_E-0.23.cif
,,,,,,,,
BEFORE,K7Ba7Na12,-0.1007,0.437,Semiconductor,Pm-3,,,K7Ba7Na12_id21_E-0.10.cif
AFTER,K7Ba7Na12,-0.1185,0.817,Semiconductor,Pm,-0.0178,0.380,K7Ba7Na12_id21_Final_E-0.12.cif
,,,,,,,,
